POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Shane van Gisbergen	88	Chevrolet	100	1	60	50	10	0
2	Christopher Bell	20	Toyota	100	31	4	44	9	0
3	Chase Elliott	9	Chevrolet	100	12	0	36	2	0
4	Alex Bowman	48	Chevrolet	100	29	0	41	8	0
5	Michael McDowell	71	Chevrolet	100	5	2	45	13	0
6	John Hunter Nemechek	42	Toyota	100	32	0	31	0	0
7	Chase Briscoe	19	Toyota	100	19	0	30	0	0
8	Cole Custer	41	Ford	100	26	0	29	0	0
9	William Byron	24	Chevrolet	100	27	1	28	0	0
10	Chris Buescher	17	Ford	100	16	1	31	4	0
11	Ty Gibbs	54	Toyota	100	4	27	26	0	0
12	Bubba Wallace	23	Toyota	100	25	0	28	3	0
13	AJ Allmendinger	16	Chevrolet	100	8	0	24	0	0
14	Ryan Blaney	12	Ford	100	18	0	39	16	0
15	Ryan Preece	60	Ford	100	2	4	32	10	0
16	Ross Chastain	1	Chevrolet	100	3	0	29	8	0
17	Erik Jones	43	Toyota	100	14	0	25	5	0
18	Austin Cindric	2	Ford	100	20	1	19	0	0
19	Daniel Suarez	99	Chevrolet	100	10	0	20	2	0
20	Tyler Reddick	45	Toyota	100	22	0	17	0	0
21	Joey Logano	22	Ford	100	9	0	16	0	0
22	Todd Gilliland	34	Ford	100	7	0	21	6	0
23	Ryan Truex	11	Toyota	100	36	0	0	0	0
24	Justin Haley	7	Chevrolet	100	17	0	13	0	0
25	Brad Keselowski	6	Ford	100	30	0	12	0	0
26	Josh Berry	21	Ford	100	13	0	11	0	0
27	Ricky Stenhouse Jr.	47	Chevrolet	100	33	0	10	0	0
28	Austin Dillon	3	Chevrolet	100	21	0	14	5	0
29	Riley Herbst	35	Toyota	100	15	0	11	3	0
30	Noah Gragson	4	Ford	100	35	0	7	0	0
31	Cody Ware	51	Ford	100	34	0	6	0	0
32	Katherine Legge	78	Chevrolet	99	37	0	5	0	0
33	Ty Dillon	10	Chevrolet	99	28	0	4	0	0
34	Carson Hocevar	77	Chevrolet	99	23	0	9	6	0
35	Zane Smith	38	Ford	76	24	0	2	0	0
36	Kyle Larson	5	Chevrolet	58	6	0	2	1	0
37	Kyle Busch	8	Chevrolet	6	11	0	1	0	0
