POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Chase Elliott	9	Chevrolet	260	15	41	51	11	0
2	Brad Keselowski	6	Ford	260	6	46	45	10	0
3	Alex Bowman	48	Chevrolet	260	9	32	41	7	0
4	Tyler Reddick	45	Toyota	260	23	18	43	10	0
5	Erik Jones	43	Toyota	260	26	0	38	6	0
6	Ricky Stenhouse Jr.	47	Chevrolet	260	37	1	36	5	0
7	Zane Smith	38	Ford	260	8	5	33	3	0
8	Ty Dillon	10	Chevrolet	260	14	0	34	5	0
9	Chris Buescher	17	Ford	260	13	15	36	8	0
10	Carson Hocevar	77	Chevrolet	260	30	0	33	6	0
11	Connor Zilisch	87	Chevrolet	260	36	0	0	0	0
12	AJ Allmendinger	16	Chevrolet	260	21	0	25	0	0
13	Cody Ware	51	Ford	260	39	0	24	0	0
14	Ty Gibbs	54	Toyota	260	16	32	23	0	0
15	Ryan Preece	60	Ford	260	5	3	22	0	0
16	B.J. McLeod	78	Chevrolet	260	38	0	0	0	0
17	Kyle Larson	5	Chevrolet	260	11	0	20	0	0
18	Michael McDowell	71	Chevrolet	260	32	0	19	0	0
19	Cole Custer	41	Ford	260	7	0	18	0	0
20	Austin Dillon	3	Chevrolet	260	12	0	17	0	0
21	Kyle Busch	8	Chevrolet	260	29	0	16	0	0
22	Bubba Wallace	23	Toyota	258	24	0	16	1	0
23	Justin Haley	7	Chevrolet	257	22	3	14	0	0
24	Shane van Gisbergen	88	Chevrolet	257	35	0	20	7	0
25	Noah Gragson	4	Ford	252	27	0	12	0	0
26	John Hunter Nemechek	42	Toyota	241	19	0	14	3	0
27	Todd Gilliland	34	Ford	237	17	0	10	0	0
28	Riley Herbst	35	Toyota	223	20	1	9	0	0
29	David Starr	66	Ford	184	40	0	0	0	0
30	Christopher Bell	20	Toyota	114	28	0	7	0	0
31	Denny Hamlin	11	Toyota	72	33	0	6	0	0
32	Josh Berry	21	Ford	70	2	0	9	4	0
33	Ross Chastain	1	Chevrolet	69	34	0	4	0	0
34	Daniel Suarez	99	Chevrolet	69	31	0	3	0	0
35	Chase Briscoe	19	Toyota	69	10	0	2	0	0
36	Joey Logano	22	Ford	69	1	51	9	8	0
37	William Byron	24	Chevrolet	69	18	0	8	7	0
38	Austin Cindric	2	Ford	68	4	12	11	10	0
39	Corey LaJoie	01	Ford	68	25	0	0	0	0
40	Ryan Blaney	12	Ford	56	3	0	1	0	0
