POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Ryan Blaney	12	Ford	160	8	44	40	0	0
2	Denny Hamlin	11	Toyota	160	4	31	54	19	0
3	Alex Bowman	48	Chevrolet	160	6	0	43	9	0
4	William Byron	24	Chevrolet	160	2	0	47	14	0
5	Joey Logano	22	Ford	160	10	3	38	6	0
6	Tyler Reddick	45	Toyota	160	7	0	40	9	0
7	Brad Keselowski	6	Ford	160	14	20	41	11	0
8	Martin Truex Jr.	19	Toyota	160	3	14	39	10	0
9	Chase Elliott	9	Chevrolet	160	11	0	43	15	0
10	Bubba Wallace	23	Toyota	160	29	0	27	0	0
11	Chris Buescher	17	Ford	160	18	19	26	0	0
12	Christopher Bell	20	Toyota	160	13	0	30	5	0
13	Kyle Larson	5	Chevrolet	160	12	0	29	5	0
14	Erik Jones	43	Toyota	160	23	0	30	7	0
15	Chase Briscoe	14	Ford	160	28	0	22	0	0
16	Daniel Suarez	99	Chevrolet	160	16	0	21	0	0
17	Carson Hocevar	77	Chevrolet	160	15	0	20	0	0
18	Austin Cindric	2	Ford	160	20	0	19	0	0
19	Corey LaJoie	7	Chevrolet	160	30	0	18	0	0
20	Josh Berry	4	Ford	160	5	8	17	0	0
21	AJ Allmendinger	16	Chevrolet	160	26	0	0	0	0
22	Justin Haley	51	Ford	160	34	0	15	0	0
23	Austin Dillon	3	Chevrolet	159	17	0	14	0	0
24	Michael McDowell	34	Ford	157	21	0	13	0	0
25	Daniel Hemric	10	Chevrolet	153	27	0	12	0	0
26	Cody Ware	15	Ford	134	35	0	11	0	0
27	Ty Gibbs	54	Toyota	132	1	21	10	0	0
28	John Hunter Nemechek	42	Toyota	126	32	0	9	0	0
29	Zane Smith	71	Chevrolet	126	9	0	8	0	0
30	Ryan Preece	41	Ford	121	36	0	7	0	0
31	Harrison Burton	21	Ford	121	22	0	6	0	0
32	Kyle Busch	8	Chevrolet	120	24	0	5	0	0
33	Ricky Stenhouse Jr.	47	Chevrolet	120	31	0	4	0	0
34	Todd Gilliland	38	Ford	115	33	0	3	0	0
35	J.J. Yeley	44	Chevrolet	112	37	0	0	0	0
36	Ross Chastain	1	Chevrolet	53	19	0	1	0	0
37	Noah Gragson	10	Ford	13	25	0	1	0	0
