POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY	
1	William Byron	24	Chevrolet	350	2	141	48	8	0	
2	Chase Briscoe	19	Toyota	350	1	81	41	6	0	
3	Brad Keselowski	6	Ford	350	5	68	55	21	0	
4	Ryan Blaney	12	Ford	350	6	29	49	16	0	
5	Ryan Preece	60	Ford	350	33	0	34	2	0	
6	Bubba Wallace	23	Toyota	350	15	0	31	0	0	
7	Alex Bowman	48	Chevrolet	350	16	0	34	4	0	
8	Carson Hocevar	77	Chevrolet	350	7	0	33	4	0	
9	Joey Logano	22	Ford	350	14	0	28	0	0	
10	Austin Dillon	3	Chevrolet	350	18	0	28	1	0	
11	Ross Chastain	1	Chevrolet	350	28	0	26	0	0	
12	Austin Cindric	2	Ford	350	4	20	42	17	0	
13	Josh Berry	21	Ford	350	12	0	29	5	0	
14	Chase Elliott	9	Chevrolet	350	8	11	26	3	0	
15	John Hunter Nemechek	42	Toyota	350	29	0	22	0	0	
16	Erik Jones	43	Toyota	350	25	0	24	3	0	
17	Christopher Bell	20	Toyota	350	17	0	20	0	0	
18	AJ Allmendinger	16	Chevrolet	350	9	0	21	2	0	
19	Tyler Reddick	45	Toyota	350	22	0	18	0	0	
20	Kyle Busch	8	Chevrolet	350	37	0	23	6	0	
21	Ty Gibbs	54	Toyota	350	20	0	23	7	0	
22	Chris Buescher	17	Ford	350	27	0	15	0	0	
23	Justin Haley	7	Chevrolet	350	10	0	15	1	0	
24	Denny Hamlin	11	Toyota	350	11	0	13	0	0	
25	Daniel Suarez	99	Chevrolet	350	26	0	12	0	0	
26	Cole Custer	41	Ford	350	19	0	11	0	0	
27	Michael McDowell	71	Chevrolet	350	13	0	10	0	0	
28	Kyle Larson	5	Chevrolet	350	3	0	14	5	0	
29	Noah Gragson	4	Ford	350	31	0	8	0	0	
30	Riley Herbst	35	Toyota	350	24	0	7	0	0	
31	Shane van Gisbergen	88	Chevrolet	349	21	0	6	0	0	
32	Cody Ware	51	Ford	349	35	0	5	0	0	
33	Ricky Stenhouse Jr.	47	Chevrolet	347	30	0	4	0	0	
34	Todd Gilliland	34	Ford	347	34	0	3	0	0	
35	Ty Dillon	10	Chevrolet	346	32	0	2	0	0	
36	Zane Smith	38	Ford	344	23	0	1	0	0	
37	Joey Gase	66	Ford	340	36	0	0	0	0	
