POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Austin Cindric	2	Ford	188	7	7	47	7	0
2	Ryan Preece	60	Ford	188	4	6	40	5	0
3	Kyle Larson	5	Chevrolet	188	25	3	52	18	0
4	William Byron	24	Chevrolet	188	16	10	42	9	0
5	Joey Logano	22	Ford	188	3	24	41	9	0
6	Noah Gragson	4	Ford	188	27	0	31	0	0
7	Chase Elliott	9	Chevrolet	188	30	1	37	7	0
8	Carson Hocevar	77	Chevrolet	188	28	3	35	6	0
9	Alex Bowman	48	Chevrolet	188	18	0	28	0	0
10	Bubba Wallace	23	Toyota	188	20	5	43	16	0
11	Daniel Suarez	99	Chevrolet	188	24	2	26	0	0
12	Austin Dillon	3	Chevrolet	188	5	0	25	0	0
13	Michael McDowell	71	Chevrolet	188	14	10	25	1	0
14	Ricky Stenhouse Jr.	47	Chevrolet	188	35	0	31	8	0
15	Cole Custer	41	Ford	188	12	2	22	0	0
16	Tyler Reddick	45	Toyota	188	26	0	25	4	0
17	Chase Briscoe	19	Toyota	188	17	20	20	0	0
18	Todd Gilliland	34	Ford	188	15	0	22	3	0
19	Ty Gibbs	54	Toyota	188	10	32	18	0	0
20	Erik Jones	43	Toyota	188	34	0	17	0	0
21	Zane Smith	38	Ford	188	1	5	18	2	0
22	Ross Chastain	1	Chevrolet	188	32	11	15	0	0
23	Denny Hamlin	11	Toyota	188	13	7	19	5	0
24	Riley Herbst	35	Toyota	188	23	0	15	2	0
25	Ty Dillon	10	Chevrolet	188	21	1	13	1	0
26	AJ Allmendinger	16	Chevrolet	188	19	0	15	4	0
27	Justin Haley	7	Chevrolet	188	37	0	10	0	0
28	Josh Berry	21	Ford	188	8	12	10	1	0
29	Kyle Busch	8	Chevrolet	188	2	3	8	0	0
30	Anthony Alfredo	62	Chevrolet	188	31	19	0	0	0
31	Shane van Gisbergen	88	Chevrolet	187	36	0	6	0	0
32	John Hunter Nemechek	42	Toyota	187	29	1	5	0	0
33	Cody Ware	51	Ford	186	33	0	7	3	0
34	J.J. Yeley	44	Chevrolet	186	39	2	3	0	0
35	B.J. McLeod	78	Chevrolet	71	38	0	2	0	0
36	Chris Buescher	17	Ford	51	6	2	1	0	0
37	Christopher Bell	20	Toyota	51	11	0	1	0	0
38	Brad Keselowski	6	Ford	42	22	0	1	0	0
39	Ryan Blaney	12	Ford	42	9	0	1	0	0
