POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Chris Buescher	17	Ford	92	24	19	40	0	0
2	Shane van Gisbergen	16	Chevrolet	92	3	1	0	0	0
3	Carson Hocevar	77	Chevrolet	92	29	1	34	0	0
4	Ross Chastain	1	Chevrolet	92	1	51	43	10	0
5	Zane Smith	71	Chevrolet	92	19	0	32	0	0
6	Chase Briscoe	14	Ford	92	12	0	43	12	0
7	Michael McDowell	34	Ford	92	10	7	30	0	0
8	Corey LaJoie	7	Chevrolet	92	18	2	29	0	0
9	Ryan Preece	41	Ford	92	21	0	30	2	0
10	Austin Cindric	2	Ford	92	5	0	33	6	0
11	Noah Gragson	10	Ford	92	9	0	26	0	0
12	Kyle Larson	5	Chevrolet	92	20	0	28	3	0
13	Daniel Suarez	99	Chevrolet	92	8	0	31	7	0
14	Christopher Bell	20	Toyota	92	17	0	23	0	0
15	Joey Logano	22	Ford	92	7	6	30	8	0
16	Todd Gilliland	38	Ford	92	37	0	21	0	0
17	Bubba Wallace	23	Toyota	92	32	0	20	0	0
18	Alex Bowman	48	Chevrolet	92	4	1	31	12	0
19	Chase Elliott	9	Chevrolet	92	14	0	23	5	0
20	Martin Truex Jr.	19	Toyota	92	2	4	27	10	0
21	John Hunter Nemechek	42	Toyota	92	35	0	16	0	0
22	Ty Gibbs	54	Toyota	92	15	0	22	7	0
23	Denny Hamlin	11	Toyota	92	22	0	15	1	0
24	Harrison Burton	21	Ford	92	33	0	18	5	0
25	Josh Berry	4	Ford	92	31	0	12	0	0
26	Brad Keselowski	6	Ford	92	28	0	11	0	0
27	Tyler Reddick	45	Toyota	92	16	0	14	4	0
28	Austin Dillon	3	Chevrolet	92	23	0	9	0	0
29	Justin Haley	51	Ford	92	36	0	8	0	0
30	Kyle Busch	8	Chevrolet	92	13	0	7	0	0
31	Daniel Hemric	10	Chevrolet	92	27	0	7	1	0
32	Juan Pablo Montoya	50	Chevrolet	91	34	0	5	0	0
33	Erik Jones	43	Toyota	90	25	0	6	2	0
34	William Byron	24	Chevrolet	90	11	0	9	6	0
35	Kaz Grala	15	Ford	87	38	0	2	0	0
36	AJ Allmendinger	13	Chevrolet	6	6	0	0	0	0
37	Ricky Stenhouse Jr.	47	Chevrolet	2	26	0	1	0	0
38	Ryan Blaney	12	Ford	0	30	0	1	0	0
